2870-RUISBROEK,0.380928,-0.346812,0.182811,0.165749,-0.402366,0.310795,-0.198225,-0.181679,0.0675396,-0.146832,0.030742,-0.0376101,-0.399462,-0.104441,0.379436
9280-WIEZE,0.491288,-0.395932,0.183819,0.0593819,-0.296414,-0.148679,0.074418,0.0811158,-0.337491,-0.191013,0.101045,-0.0626462,0.0568804,-0.082487,0.517604
2500-LIER,0.0169422,0.0340768,-0.0959303,-0.139726,-0.601326,0.378996,-0.020293,0.460388,0.0977956,-0.254009,-0.182261,0.120518,-0.340311,0.00375649,-0.120712
3050-OUD-HEVERLEE,0.107751,-0.0876956,-0.0349002,-0.258416,0.191492,-0.0461571,0.115605,0.619773,0.29251,-0.129278,0.14044,0.0720414,-0.11002,0.119933,0.568105
2830-WILLEBROEK,0.4399,-0.501519,0.0147829,0.270153,-0.488123,0.17044,-0.0723156,0.138609,0.0302548,-0.00532273,0.0109132,0.109723,-0.395007,-0.013179,0.14389
1853-STROMBEEK-BEVER,0.446539,-0.106739,0.124817,-0.119261,-0.34429,-0.0445858,0.00286038,0.204171,0.351314,0.269028,0.121724,-0.262574,-0.202135,-0.0839385,0.519351
8560-GULLEGEM,0.00985352,0.410817,0.351899,-0.0293642,-0.394814,-0.0727777,0.552417,0.0585658,0.115027,-0.0474684,-0.275826,-0.153093,-0.306512,-0.1366,0.0951659
1820-MELSBROEK,0.179273,-0.0545187,-0.28963,-0.285772,-0.231988,0.00570011,0.0796389,0.439811,0.30864,-0.125293,0.055722,-0.248045,-0.228496,0.0728894,0.559106
9250-WAASMUNSTER,0.328943,-0.4711,0.444788,-0.0892823,-0.132589,0.234518,0.297786,0.0735369,-0.227165,-0.175091,0.19575,0.105919,0.0584563,-0.347031,0.204317
2850-BOOM,0.373276,-0.341857,0.0345546,0.147553,-0.383676,0.407367,0.0224847,0.0227869,0.150341,-0.0569706,-0.0676249,-0.0167534,-0.530338,-0.171156,0.255732
8908-VLAMERTINGE,-0.00883846,0.0835607,0.499087,-0.424568,-0.0113902,0.0685698,0.511672,0.29794,-0.136983,0.167367,-0.334394,0.107599,-0.070519,0.179035,0.0314119
8580-AVELGEM,-0.0404445,0.149685,0.571873,-0.189191,-0.467699,-0.183247,0.13194,-0.151095,-0.106307,-0.100047,-0.195414,-0.313171,-0.261502,-0.274546,-0.138687
1070-ANDERLECHT,0.517861,0.189397,-0.100876,-0.360016,-0.275577,-0.360547,0.131996,-0.0283827,0.202283,0.110578,0.272235,-0.11273,-0.27366,0.0519256,0.338294
3320-HOEGAARDEN,-0.120042,-0.054283,0.0950412,-0.585309,0.0672093,-0.0250879,0.0415513,0.690308,0.0582443,0.0419781,0.106651,-0.20574,0.0182098,-0.152581,0.255255
3053-HAASRODE,0.0734397,-0.245042,0.113606,-0.171536,0.0968538,-0.160199,0.0493967,0.796193,0.344107,-0.0405899,0.142864,0.0949946,-0.0505455,-0.0542401,0.256581
3583-PAAL,-0.391944,-0.0159026,0.222004,0.0144422,-0.281657,-0.223268,-0.106217,0.390843,-0.258179,-0.103903,0.4188,0.103928,-0.432432,-0.229119,0.016572
1670-PEPINGEN,0.226971,0.221727,-0.0368167,-0.545686,-0.388494,-0.23534,-0.205688,-0.0287901,-0.112533,0.0922551,0.053894,-0.149301,-0.170427,0.0705415,0.519954
1540-HERNE,0.266958,0.0282993,0.0656179,-0.457514,-0.371929,-0.38948,-0.449442,0.0461624,-0.259896,0.14762,0.0420825,-0.260443,-0.202542,0.121242,0.074093
8980-GELUVELD,-0.276125,0.125753,0.458504,-0.176564,-0.0868841,0.13631,0.47355,0.342512,-0.110105,-0.0267125,-0.44265,-0.0659819,-0.276011,0.0743767,-0.0632704
2490-BALEN,-0.118117,0.144813,0.132269,0.148757,-0.0272135,-0.160212,0.0486895,0.0222497,0.00440852,-0.41498,0.45864,0.435372,-0.561467,0.0809346,0.0475012
